,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
2407,37,38,151,0,110,0,19,0,1,0,1,0,0,9500
2408,43,40,106.4,0,112,0,1,0,0,1,1,0,0,9991
2409,37,37,125.3,0,100,0,1,1,0,1,1,11,0,9991
2410,34,34,130,0,130,0,3,0,0,1,1,0,0,9119
2411,34,34,116,0,133.1,0,1,0,0,0,0,0,0,8014
2413,34,34,100,0,100,0,1,1,0,1,0,10.66666667,1,8014
2414,34,37,118.5,0,130,0,1,1,0,1,1,11.18181818,1,9147
2415,34,30,118.9,0,129,0,1,1,0,1,1,0,0,9238
2416,37,37,119.3,1,127,1,1,1,0,1,1,11.25,0,9070
2417,37,37,135.8,0,140,0,1,1,0,1,1,11.35714286,1,9991
2418,1,19,130,0,130,1,42,1,0,0,1,12.66666667,1,171
2420,38,38,150,0,140,0,2,0,0,1,1,0,0,9085
2421,37,37,111.9,0,133.1,0,19,1,0,1,1,0,0,9991
2422,37,37,150.1,0,120,0,1,1,0,1,1,12.2,1,9003
2423,1,37,130,0,133.1,0,1,0,0,1,1,0,0,9003
2424,37,37,128,0,120,0,1,0,0,1,1,0,0,9119
2425,19,38,102.5,0,133.1,0,38,0,0,0,1,0,0,9147
2426,19,38,102.5,0,133.1,0,1,0,0,0,1,0,0,9991
2427,37,37,110,0,100,1,1,0,0,1,1,11.6,1,9670
2428,1,19,114,0,133.1,0,19,0,0,1,1,10.85714286,0,9003
2429,34,34,128.2,0,120,0,1,1,0,1,1,13,0,9119
2430,38,38,116.5,0,128,1,1,0,0,1,1,12.6,1,9773
2431,38,37,149.3,0,172,1,1,0,0,1,1,16,1,9991
2432,38,38,134.1,0,146,1,1,1,0,1,1,12.66666667,0,9773
2435,38,37,133.5,0,150,0,1,1,0,1,1,12.6,1,9119
2436,1,3,110,0,130,0,1,0,0,1,1,12.08333333,1,9003
2437,37,37,107.5,0,111,1,1,1,0,1,1,12.5,0,9119
2438,1,38,130,0,130,0,3,1,0,0,1,12.7,0,9003
2439,34,34,111.6,0,170,0,6,0,0,1,1,0,0,9670
2440,1,38,101,0,133.1,0,1,1,0,0,1,0,0,9147
2442,34,34,128.2,0,120,0,1,0,0,1,1,10,0,9670
2443,3,19,150,0,110,0,3,0,0,1,1,17.69230769,1,9003
2444,34,34,142.8,0,133.1,0,1,0,0,1,1,0,0,9853
2446,37,37,150,0,150,0,40,1,0,1,1,16.2,0,9991
2447,37,19,156.5,0,133.1,0,19,0,0,1,1,10,1,9254
2448,37,37,98.6,0,120,0,19,0,1,0,1,0,0,9119
2449,37,37,130,0,130,0,3,0,0,1,1,12.8,0,9991
2451,1,3,120,0,100,0,1,0,1,0,1,0,0,9003
2452,1,1,127.7,0,142,0,1,1,0,1,1,12,1,9085
2454,3,19,147.7,0,148,1,1,0,0,1,1,0,0,9119
2455,19,19,170,0,170,0,39,1,0,1,1,15.3,1,9003
2456,37,37,110.2,0,110,0,1,0,0,1,1,13.5,1,9070
2458,12,19,121,0,135,0,1,0,0,1,1,0,0,9119
2459,19,37,129.9,0,133,0,1,0,0,1,1,13.2,1,9147
2460,37,37,132,0,133.1,0,1,0,0,1,1,0,0,9773
2461,19,19,125.9,0,121,0,1,1,0,1,1,0,0,9254
2462,3,3,165.7,0,159,0,1,1,0,1,1,0,0,171
2463,37,38,122.7,0,130,1,1,1,1,1,1,0,0,9254
2464,37,19,141.4,0,121,0,1,0,1,0,1,11.8,0,9991
2465,37,37,156.4,0,133.1,0,19,1,1,1,1,0,0,9130
2468,38,37,131.7,0,125,0,1,1,0,1,1,12.66666667,0,9070
2469,37,37,104.7,0,120,0,1,1,0,1,1,0,0,9147
2471,37,37,110,0,110,0,19,0,0,0,1,0,0,9085
2472,1,1,129.1,0,120,0,1,1,0,1,1,10.33333333,0,9670
2473,1,1,120,0,133.1,0,1,0,0,0,1,0,0,9003
2474,3,19,127,0,133.1,0,1,0,0,1,1,15,1,9773
2475,19,37,151.5,0,133.1,0,19,0,1,0,1,0,0,8014
2476,38,37,126.8,0,130,1,1,1,0,1,1,13.5,1,9500
2478,1,19,125.6,0,128,0,1,1,0,1,1,11.34714286,1,9500
2479,19,19,127.8,0,140,0,1,1,0,1,1,11.33333333,0,9147
2481,19,19,131.3,0,140,1,1,0,0,1,1,12.4,1,9070
2482,37,38,155.7,0,120,0,12,0,0,1,1,14.83333333,1,9991
2483,1,38,128.5,0,130,0,42,0,0,1,1,12.18181818,1,9003
2484,37,37,170,0,100,0,1,0,0,1,1,14.8,1,9147
2485,37,37,100,0,133.1,0,1,0,0,0,1,12,0,9003
2486,19,19,107.2,0,110,0,1,0,0,1,1,0,0,9670
2487,19,1,139.3,0,147,0,1,1,0,1,1,0,0,9147
2489,1,38,122.3,0,137,1,1,1,0,1,1,12.5,1,9254
2492,1,1,128.5,0,120,0,1,0,1,0,1,10.42857143,0,8014
2493,37,37,150,0,133.1,0,1,0,0,1,1,12.5,1,9003
2494,1,19,136.1,0,142,1,1,0,1,1,1,14,1,9773
2495,37,37,128,0,100,0,19,1,0,1,1,13.66666667,1,9773
2496,19,37,158.1,0,149,1,1,1,0,1,1,0,1,171
2497,37,1,108.7,0,110,0,1,1,0,1,0,12.5,1,8014
2498,1,19,110,0,133.1,1,19,0,0,1,1,0,0,171
2499,37,37,120,1,133.1,0,19,0,1,1,0,15,0,9238
2500,5,4,150,0,150,0,39,0,0,1,0,13.375,1,9085
2501,37,37,113,0,133.1,0,12,0,0,1,0,13.33333333,1,8014
2502,19,37,118.6,0,121,0,1,0,0,1,0,11.64285714,1,33
2503,3,1,148.8,0,133.1,1,1,0,0,1,0,13.07142857,1,9500
2504,38,37,120.3,0,122,0,1,1,0,1,0,0,0,9853
2505,19,19,127,0,143,1,1,1,0,1,0,13.58571429,1,9500
2506,19,19,113.8,0,123,0,1,1,0,1,0,11.425,1,9556
2507,38,37,108,0,120,1,1,0,0,1,1,12,1,8014
2508,19,38,129.1,0,114,1,1,0,0,1,1,0,1,171
2509,19,38,135.9,0,114,0,1,0,0,1,1,13.61538462,1,9070
2510,19,38,154.4,0,154.4,0,1,1,0,0,0,0,0,9773
2512,3,3,132.5,0,136,0,1,1,0,1,0,13.0625,1,9500
2513,19,1,163.3,0,163.3,0,1,0,0,1,0,12,1,9085
2514,1,3,122.5,0,126,0,1,1,0,1,0,12.8,0,9670
2516,1,1,131.8,0,137,1,1,0,0,1,0,12,1,9070
2517,19,1,135,0,139,1,1,1,0,1,0,12.21428571,1,9500
2518,19,39,141.7,0,142,1,1,0,0,1,0,13,1,9254
2519,38,38,131.3,0,133.1,1,1,1,0,1,0,13.5,1,9773
2520,38,37,123.9,0,126,1,1,1,0,1,0,13,1,9254
2521,4,3,126.1,0,131,0,1,1,0,1,0,11.16666667,1,9254
2522,1,19,126.5,0,131,1,1,1,0,1,0,13.08571429,1,9500
2523,19,1,107.3,0,108,0,1,0,0,1,0,0,0,9853
2524,1,19,95,0,133.1,1,1,1,0,1,0,0,0,9238
2525,3,1,116.1,0,122,0,1,1,0,1,0,11,1,9085
2526,1,1,134.6,0,143,1,1,1,0,1,0,12.83333333,0,9070
2527,19,19,128,0,135,1,1,1,0,1,0,13.65625,1,9500
2528,3,38,144.2,0,148,0,1,1,0,1,0,14.28571429,1,9773
2529,19,38,129.5,0,134,1,1,0,0,1,0,12.625,1,9147
2530,1,1,116.8,0,122,0,1,1,1,1,0,12.33333333,1,9773
2531,37,38,160,0,160,1,39,0,0,1,0,13.2,1,9003
2532,38,37,127.1,0,126,1,1,1,0,1,0,11,1,9238
2534,38,38,112.9,0,115,1,1,1,0,1,0,13.14285714,1,9238
2537,19,19,121.6,0,130,0,1,0,0,1,0,15.83333333,1,9670
2538,42,1,130,1,130,0,1,0,1,1,0,13,1,9670
2539,38,19,121.7,0,135,1,1,1,0,1,0,12.4,1,9130
2540,1,39,120,0,120,0,3,0,0,1,0,0,0,9147
2541,19,19,143.5,0,148,1,1,0,0,1,0,0,0,9853
2542,1,1,128.3,0,136,1,1,0,0,1,0,14.75,1,9556
2543,19,1,111.9,0,108,0,1,0,0,1,0,0,0,9070
2545,3,1,137.6,0,153,0,1,1,0,1,0,14.33333333,1,9773
2546,19,19,135,0,135,0,1,1,0,1,0,11.83333333,1,9238
2547,19,37,133.8,0,146,0,1,1,0,1,0,13.2325,1,9500
2548,19,19,126.9,0,130,1,1,1,0,1,1,14.16666667,1,9773
2549,1,2,106.7,0,113,1,1,1,1,1,1,0,0,9254
2550,37,37,145.7,0,145.7,0,1,1,0,1,0,12.27272727,1,8014
2552,38,37,118.7,0,126,0,1,0,0,1,0,11.5,1,8014
2553,34,34,161.8,0,160,0,1,1,1,1,1,0,0,9991
2556,1,1,130,0,130,0,1,0,0,1,0,11.4,1,9147
2559,19,1,136.8,0,156,0,1,1,0,1,0,13.5,0,9773
2560,3,19,130.9,0,141,0,1,1,0,1,0,12.6,1,9853
2561,19,37,127,0,143,0,1,1,0,1,0,13.07375,1,9500
2562,38,38,120,0,133.1,0,19,0,0,1,0,0,0,9500
2564,37,37,153.8,0,172,1,1,1,0,1,0,13.33333333,1,9254
2565,19,19,140,0,140,0,1,0,0,1,1,13.42857143,1,9238
2566,38,1,136.6,0,142,1,1,0,0,1,0,14.78888889,1,9500
2569,19,1,140,0,148,1,1,1,0,1,0,14.66666667,1,9773
2570,19,37,130.8,0,137,0,1,0,1,1,0,14.4025,1,9500
2571,38,38,138.8,0,143,0,1,1,0,1,0,16.3875,1,9500
2572,1,1,110,0,133.1,0,1,0,1,1,0,14.16666667,1,9238
2573,37,19,127.8,0,138,0,1,1,0,1,0,14.98333333,1,9500
2574,37,38,134.2,0,138,1,1,1,0,1,0,13,1,9773
2575,37,37,143,0,150,0,1,0,0,1,0,14.14285714,1,8014
2576,37,37,120,0,120,0,39,1,1,1,0,11,0,9085
2577,37,37,113.2,0,110,0,1,1,0,1,0,10,0,9254
2578,19,37,135.8,0,146,0,1,1,0,1,0,13.98333333,1,9500
2579,37,37,143.5,0,148,0,1,0,0,1,0,12.83333333,1,9238
2580,19,37,148.9,0,145,1,1,1,0,1,0,13,1,9238
2581,38,38,115.6,0,133.1,0,1,1,0,0,0,0,0,9003
2582,38,37,159.3,0,160,0,1,0,0,1,0,15.4,1,9147
2584,19,12,133.2,0,130,0,1,1,0,1,0,13.66666667,1,9853
2585,37,34,117.6,0,120,0,1,1,0,1,0,12,1,8014
2588,37,37,122.6,0,120,0,1,0,0,1,0,10.5,0,9853
2590,19,19,100,0,133.1,0,1,0,0,1,0,0,0,9003
2592,37,19,130,0,130,0,3,0,0,1,0,11.61538462,1,9147
2593,19,19,122.8,0,120,0,1,0,0,1,0,11.675,0,9556
2595,19,37,145.9,0,135,1,1,0,0,1,0,12.16666667,1,9070
2596,1,37,143,0,133.1,0,1,1,1,1,0,12.2,0,9070
2597,19,38,100,0,145,1,1,0,0,1,0,0,0,171
2600,37,37,125.1,1,138,1,1,1,0,1,0,12.8,0,9853
2602,38,19,120.8,0,126,0,1,1,0,1,0,12.83333333,1,9238
2603,38,37,114,0,121,0,1,1,0,0,0,0,0,9085
2604,37,37,132.1,0,152,0,1,1,0,1,0,13,0,9238
2605,37,37,160,0,160,0,39,0,0,1,0,12,1,9085
2606,37,37,134,0,134,0,1,1,0,1,0,12.2,1,9085
2607,37,1,124.2,0,128,0,1,1,0,1,0,13.14285714,0,9773
2608,38,38,115.6,0,125,0,1,1,0,1,0,12.75,1,9254
2609,37,37,128.2,0,130,0,1,0,0,1,0,10,0,9991
2610,1,38,132.8,0,138,0,1,1,0,1,0,13.75555556,1,9500
2611,1,1,123.1,0,121,0,1,1,0,1,1,12.25,1,9773
2612,1,19,125.6,0,134,0,1,1,0,1,0,15.83333333,1,9130
2613,1,38,115,0,130,0,1,0,0,1,1,0,0,9991
2614,3,19,123.6,0,126,0,1,1,0,1,1,13,0,9119
2615,1,1,141.7,0,148,0,1,0,0,0,1,13,0,9130
2616,19,38,139,0,160,1,1,1,0,1,0,0,0,9853
2617,1,19,118,0,118,1,1,0,0,1,0,12.8,1,9254
2618,38,19,142,0,150,1,1,1,0,1,0,12.4,0,9853
2619,1,1,143.4,0,140,1,1,0,0,1,0,12.57142857,1,9238
2621,1,37,105.1,0,110,1,1,1,0,1,0,11.83333333,1,9070
2622,19,37,138,0,140,1,42,1,1,1,0,12.6,1,8014
2623,37,37,114.7,0,133.1,0,1,0,0,1,0,11,0,9991
2624,1,37,130.5,0,140,0,1,1,0,1,0,12,1,9773
2625,37,37,134.3,0,110,0,1,0,0,1,1,12,0,9991
2626,1,1,137.5,0,148,0,1,0,0,1,1,14.38888889,1,9500
2630,1,1,152.1,0,130,0,1,0,0,1,1,12,0,9991
2631,38,38,126.1,0,132,0,1,0,0,1,1,0,0,9254
2632,1,1,136,0,130,0,1,1,0,1,1,12.55375,1,9500
2633,19,1,124.3,0,128,0,1,1,0,1,1,12.66571429,1,9500
2635,3,1,136.1,0,133.1,0,1,0,0,1,1,0,0,9556
2636,37,37,115.1,0,120,0,1,1,0,0,1,0,0,9254
2637,3,3,143.6,0,145,0,1,1,0,1,1,0,1,171
2638,37,38,115.8,0,127,0,1,1,0,1,1,12.2,1,9147
2639,19,19,149,0,135,0,1,1,0,1,1,12.11764706,1,171
2640,37,37,100,0,133.1,0,19,0,0,1,1,0,0,9119
2641,38,38,133.4,0,125,1,1,1,0,1,1,11.5,1,9773
2642,3,4,122.8,0,127,0,1,0,0,1,1,0,0,9670
2643,37,1,151.2,0,133.1,0,1,0,0,1,1,13.5,0,9991
2644,37,19,137,0,150,0,1,0,0,1,1,13.83333333,1,9003
2645,1,37,118,0,133.1,0,1,0,0,1,1,0,0,171
2647,38,38,130,0,130,0,39,0,1,0,1,12,0,9003
2648,37,1,112.5,0,133.1,0,12,0,0,1,1,13.5,0,8014
2649,19,38,118.3,0,125,0,1,0,0,1,1,12.002,0,9500
2651,3,19,140,0,140,0,3,0,0,0,1,11,0,9003
2652,3,19,109,0,110,1,1,0,0,1,1,14.16666667,1,9670
2653,37,37,110,0,133.1,0,1,0,0,1,1,0,0,9147
2654,3,38,119.8,0,124,0,1,0,0,1,1,13.86714286,1,9500
2655,37,37,130,0,114,0,1,0,0,1,1,12.675,1,9500
2656,1,3,167.3,0,155,0,1,1,0,1,1,0,1,171
2658,38,37,136,0,133.1,0,1,1,0,1,1,0,0,171
2659,37,37,124,0,125,1,1,0,0,1,1,12.2,0,9254
2660,19,37,132.9,0,120,0,1,0,0,1,1,11.33333333,0,9991
2661,37,37,154,0,100,0,38,1,0,1,1,14.16666667,1,9773
2662,1,19,115,0,133.1,0,1,0,0,0,1,11.575,0,9500
2663,1,1,96,0,120,0,1,1,0,0,1,0,0,9991
2664,37,3,168.2,0,120,0,1,0,0,1,1,14.16666667,1,9991
2665,37,37,140,0,110,0,1,0,1,0,1,12.25,0,9773
2666,38,1,137.4,0,144,0,1,1,0,1,1,13.125,1,9070
2667,19,19,150,0,133.1,0,19,0,0,0,1,11,0,9991
2669,37,38,148.5,0,133.1,0,1,0,0,1,1,0,0,8014
2671,38,38,138.7,0,120,0,1,0,0,1,1,13.66666667,1,9991
2672,19,1,117.2,0,120,0,1,0,0,1,1,11,0,9254
2674,19,37,125.3,0,134,1,1,1,0,1,1,11.55555556,1,9670
2676,37,37,140,0,110,0,1,0,0,1,1,13.15,0,9556
2677,37,37,124,0,130,0,1,0,0,1,1,15.4,1,9991
2679,37,38,127,0,150,0,1,0,0,1,1,16.8,1,9991
2680,34,34,110,0,100,0,19,0,0,1,1,12.52608696,1,9500
2681,38,38,170,0,133.1,0,19,0,0,1,1,0,0,9500
2682,37,37,120,0,120,0,3,0,1,0,1,10,0,9991
2683,1,19,130,0,133.1,0,1,0,0,1,1,10.66666667,1,9085
2684,1,19,130,0,130,0,3,0,0,1,1,0,0,9003
2687,19,19,120,0,140,0,1,0,1,0,1,0,0,9119
2689,1,38,132.8,0,145,0,1,1,0,0,1,0,0,9773
2690,19,19,100,0,133.1,0,1,0,0,1,1,11,0,9147
2691,1,4,121.8,0,127,0,1,0,0,1,1,13.5,1,9147
2692,19,19,109.5,0,114,1,1,1,0,1,1,11.6,1,9147
2693,38,1,138.3,0,140,0,1,0,0,1,1,15.16666667,1,9003
2694,1,1,131.6,0,140,1,1,0,0,1,1,11.5,1,9773
2696,19,19,101.5,0,133.1,0,19,0,1,0,1,0,0,9254
2698,37,1,123.9,0,123.9,0,39,0,0,1,1,12.75,0,9070
2699,37,37,143,0,157,0,1,0,0,1,1,13.4,1,9500
2700,1,1,126.3,0,127,0,1,1,1,1,1,0,0,171
2701,3,1,113.3,0,120,0,1,0,0,1,1,0,0,9003
2702,38,19,119.9,0,130,0,1,1,1,1,1,0,0,9119
2703,1,38,140,0,140,0,39,0,0,1,1,11.2,0,9003
2705,19,5,100,0,143,0,1,1,0,1,1,14,0,9147
2706,3,3,132.4,0,125,0,1,0,0,1,1,13.4,1,9130
2707,1,3,137.1,0,136,0,1,0,0,1,1,0,0,9147
2708,3,1,138.1,0,157,0,1,1,0,1,0,14.125,1,9070
2710,38,37,109.7,0,116,0,1,1,0,1,0,15.66666667,1,9254
2711,37,37,128.2,0,113,0,1,0,0,0,0,0,0,8014
2712,37,38,117.8,0,130,1,1,0,1,1,0,0,0,9147
2713,3,3,150,0,150,0,1,1,0,1,0,12.8,1,9130
2714,1,1,160,0,110,0,1,1,1,1,0,16.66666667,0,9085
2715,38,38,104.5,0,101,1,1,1,0,1,0,13.20714286,1,9500
2717,1,1,100,0,133.1,0,1,0,0,1,0,14,1,9670
2718,1,1,132.5,0,138,0,1,1,0,1,0,14.11571429,1,9500
2719,3,1,123.3,0,138,1,1,1,0,1,0,13.11111111,1,9085
2720,1,38,128.9,0,141,1,1,1,0,1,0,13.71428571,1,9085
2723,19,1,120.1,0,133,1,1,1,0,1,0,12,0,9147
2724,37,37,160,0,100,1,1,1,0,1,0,12.415,1,9500
2726,19,19,150,0,150,0,39,1,0,1,0,13.42857143,1,9085
2727,38,19,124,0,129,1,1,1,0,1,0,14.31285714,1,9500
2729,38,38,120.4,0,133,0,1,1,0,1,0,13.4,1,9130
2730,4,1,131.6,0,133,0,1,0,0,1,0,13.71428571,1,9238
2731,2,12,104.2,0,107,0,1,1,0,1,0,12.14285714,1,9238
2734,1,12,121.7,0,136,1,1,1,0,1,0,13.6,1,9773
2735,37,37,126,0,125,0,1,1,1,1,0,15.4,1,9500
2736,1,37,128.4,0,137,1,1,1,0,1,0,15.925,1,9500
2737,3,1,134.9,0,144,0,1,1,1,1,0,11,0,9130
2738,38,37,143.9,0,146,0,1,0,0,1,0,12,1,9147
2739,37,1,145,0,145,1,1,1,0,1,0,13.6,1,9085
2740,19,38,132,0,126,1,1,1,0,1,0,12.375,1,9070
2741,34,34,136.1,0,141,0,1,0,0,1,0,12,1,8014
2742,37,37,138.9,0,141,0,1,0,0,1,0,14.5,1,9238
2743,1,1,102,0,133.1,1,1,1,0,1,0,14.57142857,1,9238
2744,19,19,123,0,133.1,1,1,0,1,0,0,11,0,9254
2745,37,19,137.5,0,127,0,1,1,0,1,0,13.14285714,1,9853
2747,3,2,105.3,0,130,0,1,0,0,0,1,0,0,9003
2748,37,37,130,0,110,0,1,0,0,0,1,0,0,9991
2749,37,37,122.5,0,150,0,1,0,0,1,1,11.6,0,9991
2750,1,38,112,0,160,0,1,0,0,0,1,0,0,9119
2751,1,37,110,0,170,1,12,0,0,1,1,13.5,1,9670
2752,19,37,149.5,0,133.1,0,19,0,0,1,1,0,0,8014
2753,38,38,141,0,120,1,1,0,0,1,1,12.8,1,9991
2754,38,38,130,0,130,0,40,0,0,1,1,13.6,0,9991
2755,37,37,130,0,130,0,40,0,0,1,1,11.88888889,1,9238
2756,37,37,104,0,120,0,1,0,0,0,1,10,0,9147
2757,3,5,110,0,110,0,39,0,0,1,1,0,0,9085
2760,3,38,127,0,150,0,4,1,0,1,1,13.30625,0,9500
2763,9,9,130,0,133.1,0,3,0,0,1,0,13.28571429,1,8014
2765,1,1,127.5,0,145,0,1,1,0,1,0,13.11,1,9500
2766,37,37,130,0,130,0,3,1,0,1,0,14.41428571,1,9500
2767,19,1,115,0,115,0,1,0,0,0,0,0,0,8014
2768,38,19,126.8,0,124,0,1,1,0,1,0,12.2,1,9147
2769,1,19,116.7,0,124,1,1,1,0,1,0,10,0,9500
2770,19,38,128.5,0,134,1,1,1,0,1,0,13.3125,1,9556
2771,37,37,127.5,0,137,0,1,1,0,1,0,13.045,1,9500
2773,1,1,148.8,0,136,1,1,1,0,1,0,14.2525,1,9500
2775,38,37,127.3,0,142,0,1,1,0,1,0,15.07571429,1,9500
2778,1,37,130,0,130,0,3,1,0,1,0,13.21428571,1,9003
2779,19,19,121.7,0,136,1,1,1,0,1,0,11.8,1,9238
2780,38,38,122.7,0,137,1,1,1,0,1,0,13.12222222,1,9500
2781,34,37,129.2,0,125,0,1,1,1,0,0,11,0,9853
2784,37,37,136.3,0,152,1,1,0,0,1,0,12.375,1,9070
2785,37,37,114.9,0,125,0,1,0,0,1,0,13.42857143,1,8014
2786,38,1,102,0,133.1,0,9,1,0,1,1,12,0,9773
2788,19,19,130.9,0,148,0,1,0,1,0,1,0,0,9670
2789,37,37,100,0,133.1,1,1,0,1,1,1,0,0,171
2790,19,37,112.9,0,115,0,1,1,0,0,1,11,0,9147
2791,38,19,112.7,0,120,0,1,0,0,1,1,14.14285714,1,9085
2792,37,37,143,0,133.1,0,1,0,0,1,1,11.57142857,1,8014
2793,38,37,155.1,0,168,1,1,1,1,0,1,0,1,171
2795,37,37,146.6,0,133.1,0,38,0,0,1,1,12.6875,1,9500
2796,37,37,141,0,137,0,1,0,0,1,1,0,0,9500
2797,1,38,120.6,0,123,0,1,1,0,1,1,14,1,9670
2798,19,1,110,0,150,1,1,1,0,1,1,13.07285714,1,9500
2799,1,1,108.6,0,120,0,1,0,0,0,1,11,0,9119
2800,3,19,134.9,0,145,0,1,1,0,1,0,16,1,9254
2801,3,1,120,0,120,0,39,1,0,1,0,0,0,9130
2802,19,37,141.3,0,142,1,1,0,0,1,0,15.16666667,1,9773
2803,19,19,135.6,0,147,0,1,1,0,1,0,15.33333333,1,9085
2804,19,19,121.5,0,125,1,1,1,0,1,0,11.66666667,1,9238
2805,19,19,125,0,126,0,1,1,0,1,0,12.41666667,1,9500
2806,37,19,119.1,0,132,1,1,1,0,1,0,12,1,9773
2808,1,38,116.7,0,123,1,1,0,0,1,0,12.66666667,1,9773
2810,38,37,124.9,0,128,1,1,0,0,1,0,12.83333333,1,9853
2811,19,1,114,0,100,0,1,1,1,0,0,12.56,0,9500
2812,1,1,131.1,0,140,0,1,1,0,1,0,14.23125,1,9500
2813,1,19,129.3,0,145,1,1,0,1,1,0,11.25,1,9238
2814,3,38,129.7,0,143,0,1,1,0,1,0,0,1,171
2815,37,38,120.8,0,132,1,1,0,0,1,0,11.71428571,1,9238
2816,19,19,135,0,130,0,1,0,0,1,0,14.26666667,1,9500
2818,37,34,130,0,124.4,0,3,0,0,1,0,12.42857143,1,8014
2820,1,1,130.8,0,144,0,1,1,0,1,0,12.77142857,1,9500
2821,5,3,111.9,0,121,0,1,1,0,1,0,0,0,9085
2822,1,38,145.9,0,150,1,1,0,0,1,0,13.57142857,1,9238
2825,19,19,113.5,0,117,0,1,1,0,1,0,13.75,0,9130
2826,1,19,135.4,0,121,1,1,1,0,1,0,13.4,1,9670
2827,37,37,130.2,0,140,1,1,0,0,1,0,10,1,9991
2829,3,1,126.9,0,130,0,1,1,0,1,0,0,0,171
2830,19,38,119.8,0,131,0,1,1,0,1,0,11.6,1,9147
2834,19,19,130,0,133.1,0,1,1,0,1,0,13.6,1,9085
2835,19,37,138,0,130,0,1,0,0,1,0,13.18181818,1,9147
2836,34,34,114.6,0,110,0,1,1,0,1,0,0,0,9991
2838,37,37,140,0,140,0,1,0,0,0,0,0,0,9991
2839,38,19,134.7,0,148,0,1,1,0,1,0,15.5,1,9085
2841,37,37,104.8,0,140,0,1,0,0,1,0,11.38461538,1,9003
2842,3,1,126.5,0,160,1,1,0,0,1,0,12.85714286,1,9070
2843,37,37,118.1,0,130,0,1,0,1,0,0,0,0,9991
2845,38,38,160,0,160,0,39,1,0,1,0,12.71428571,1,9003
2846,34,34,100.5,0,133.1,0,12,0,0,1,0,0,0,9556
2847,37,37,110,0,133.1,0,19,0,0,0,0,0,0,9773
2848,37,37,100,0,100,0,1,1,0,1,0,11.1,0,9147
2849,3,3,140,0,140,0,39,1,0,1,0,13,1,9085
2850,1,1,109,0,109,0,1,1,0,0,0,0,0,9773
2851,1,37,120.9,0,130,0,1,1,1,1,0,14.16666667,1,9773
2852,1,1,125.8,0,130,0,42,0,1,1,0,10.72727273,1,9003
2853,1,1,161.2,0,164,0,1,1,0,1,0,14.375,1,9070
2854,19,19,122,0,125,0,1,1,1,1,0,0,0,9500
2855,1,1,127.9,0,137,1,1,1,0,1,0,12.2375,0,9500
2856,1,3,135.8,0,133,0,1,1,0,1,0,13.33333333,1,9773
2857,1,1,149.7,0,163,1,1,1,0,1,0,0,0,171
2858,2,1,137.3,0,160,0,1,1,0,1,0,12.8,1,9670
2860,37,37,110,0,120,0,1,0,1,1,0,13.75,1,9238
2861,3,3,146.4,0,140,0,1,0,0,1,0,11.6,1,9085
2862,37,37,121,0,140,0,1,0,0,1,0,11.83333333,1,8014
2863,37,37,125.2,0,140,0,1,0,1,1,0,12.10526316,1,9853
2864,1,1,119.6,0,115,1,1,1,0,1,0,11,0,9773
2865,37,37,142.8,0,140,0,1,0,0,1,0,16.6,1,9147
2866,3,19,123.5,0,133.1,0,19,0,0,1,0,0,0,8014
2867,37,37,100,0,133.1,0,19,0,0,1,0,14.75,1,9003
2869,37,37,150.3,0,133.1,0,19,0,0,1,0,14.4,1,9991
2870,3,3,128.2,0,116,0,3,0,0,1,0,11.5,1,171
2871,37,37,114.3,0,110,0,1,0,0,1,0,0,0,9500
2873,37,37,120,0,120,0,2,0,0,1,0,12.38461538,1,9254
2874,37,34,110.7,0,133.1,0,12,1,0,1,0,0,0,9991
2876,3,3,169.2,0,133.1,0,1,0,1,0,0,0,0,9556
2878,37,37,100,0,133.1,0,1,0,0,1,0,11.875,0,9853
2879,38,37,144.5,0,133.1,0,1,0,0,1,0,11.66666667,0,8014
2880,37,37,134.5,0,133.1,1,19,0,0,1,0,11.25,1,8014
2882,37,37,113.4,0,133.1,0,1,0,0,1,0,12,0,9991
2883,37,37,128,0,140,1,1,0,0,1,0,11.5,1,8014
2884,37,37,120,0,120,0,3,0,0,1,0,15.23076923,1,9003
2885,37,37,147.5,0,130,0,2,0,0,1,0,13.5,1,8014
2886,37,37,120.7,0,120,0,1,0,0,1,0,13.2,1,9991
2887,19,37,153.7,0,153,1,1,0,0,1,0,12.83333333,1,9853
2888,37,37,121.9,0,131,1,1,0,0,1,0,11.85714286,1,9238
2889,38,19,119.4,0,126,1,1,1,0,1,0,13.8,1,9670
2890,34,34,157.8,0,110,0,12,0,0,1,0,12.5,1,8014
2891,3,1,154,0,150,0,1,0,0,1,0,0,0,9991
2892,1,19,135.9,0,131,1,1,1,0,1,0,12.42857143,1,9670
2893,34,34,130,0,130,0,1,0,0,1,0,12,0,8014
2894,38,37,118.9,0,122,0,1,1,0,1,0,13,1,9853
2895,37,37,152.4,0,151,0,1,0,0,1,0,10.5,1,8014
2897,3,3,100,0,136,0,1,0,0,1,0,14.575,1,9500
2898,3,19,129,0,140,0,1,1,0,1,0,12.41428571,1,9500
2899,2,1,148.9,0,131,0,1,1,0,1,0,0,1,171
2901,19,19,170,0,170,0,3,0,0,1,0,0,0,8014
2902,38,38,130,0,100,0,1,0,0,1,0,13.125,1,9556
